name,city,country,IATA,,lat,long,x,y,z,region,type
Presidente Nicolau Lobato International Airport,Dili,East Timor,DIL,WPDL,-8.54640007019,125.526000977,154,9,U,Asia/Dili,airport
Cakung Airport,Baucau,East Timor,\N,WPEC,-8.48902988434,126.401000977,1771,9,U,Asia/Dili,airport
Sembawang Air Base,Sembawang,Singapore,\N,WSAG,1.42525994777679,103.813003540039,86,8,N,Asia/Singapore,airport
Paya Lebar Air Base,Paya Lebar,Singapore,QPG,WSAP,1.3604199886322,103.910003662109,65,8,N,Asia/Singapore,airport
Tengah Air Base,Tengah,Singapore,\N,WSAT,1.38725996017,103.708999634,50,8,N,Asia/Singapore,airport
Seletar Airport,Singapore,Singapore,XSP,WSSL,1.4169499874115,103.86799621582,36,8,N,Asia/Singapore,airport
Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22,8,N,Asia/Singapore,airport
Brisbane Archerfield Airport,Brisbane,Australia,\N,YBAF,-27.5702991486,153.007995605,63,10,O,Australia/Brisbane,airport
Northern Peninsula Airport,Amberley,Australia,ABM,YBAM,-10.9508,142.459,34,10,O,Australia/Brisbane,airport
Alice Springs Airport,Alice Springs,Australia,ASP,YBAS,-23.8066997528076,133.901992797852,1789,9.5,N,Australia/Darwin,airport
Brisbane International Airport,Brisbane,Australia,BNE,YBBN,-27.3841991424561,153.117004394531,13,10,N,Australia/Brisbane,airport
Gold Coast Airport,Coolangatta,Australia,OOL,YBCG,-28.1644001007,153.505004883,21,10,N,Australia/Brisbane,airport
Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.885799408,145.755004883,10,10,N,Australia/Brisbane,airport
Charleville Airport,Charlieville,Australia,CTL,YBCV,-26.4132995605,146.261993408,1003,10,O,Australia/Brisbane,airport
Mount Isa Airport,Mount Isa,Australia,ISA,YBMA,-20.6639003754,139.488998413,1121,10,O,Australia/Brisbane,airport
Sunshine Coast Airport,Maroochydore,Australia,MCY,YBMC,-26.6033000946,153.091003418,15,10,O,Australia/Brisbane,airport
Mackay Airport,Mackay,Australia,MKY,YBMK,-21.1716995239,149.179992676,19,10,O,Australia/Brisbane,airport
Proserpine Whitsunday Coast Airport,Prosserpine,Australia,PPP,YBPN,-20.4950008392,148.552001953,82,10,O,Australia/Brisbane,airport
Rockhampton Airport,Rockhampton,Australia,ROK,YBRK,-23.3819007874,150.475006104,34,10,O,Australia/Brisbane,airport
Townsville Airport,Townsville,Australia,TSV,YBTL,-19.2525005340576,146.764999389648,18,10,N,Australia/Brisbane,airport
Weipa Airport,Weipa,Australia,WEI,YBWP,-12.6786003113,141.925003052,63,10,O,Australia/Brisbane,airport
Avalon Airport,Avalon,Australia,AVV,YMAV,-38.0393981934,144.468994141,35,10,O,Australia/Hobart,airport
Albury Airport,Albury,Australia,ABX,YMAY,-36.067798614502,146.957992553711,539,10,O,Australia/Sydney,airport
Melbourne Essendon Airport,Melbourne,Australia,MEB,YMEN,-37.728099822998,144.901992797852,282,10,O,Australia/Hobart,airport
RAAF Base East Sale,East Sale,Australia,\N,YMES,-38.0988998413,147.149002075,23,10,O,Australia/Hobart,airport
Hobart International Airport,Hobart,Australia,HBA,YMHB,-42.836101532,147.509994507,13,10,O,Australia/Melbourne,airport
Launceston Airport,Launceston,Australia,LST,YMLT,-41.54529953,147.214004517,562,10,O,Australia/Melbourne,airport
Melbourne Moorabbin Airport,Melbourne,Australia,MBW,YMMB,-37.9757995605469,145.102005004883,50,10,O,Australia/Hobart,airport
Melbourne International Airport,Melbourne,Australia,MEL,YMML,-37.6733016967773,144.843002319336,434,10,O,Australia/Hobart,airport
"RAAF Williams, Point Cook Base",Point Cook,Australia,\N,YMPC,-37.932201385498,144.753005981445,14,10,O,Australia/Hobart,airport
Adelaide International Airport,Adelaide,Australia,ADL,YPAD,-34.9449996948242,138.531005859375,20,9.5,O,Australia/Adelaide,airport
RAAF Base Edinburgh,Edinburgh,Australia,\N,YPED,-34.7024993896484,138.621002197266,67,9.5,O,Australia/Adelaide,airport
Perth Jandakot Airport,Perth,Australia,JAD,YPJT,-32.0974998474121,115.880996704102,99,8,O,Australia/Perth,airport
Karratha Airport,Karratha,Australia,KTA,YPKA,-20.7122001648,116.773002625,29,8,O,Australia/Perth,airport
Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,YPKG,-30.7894001007,121.461997986,1203,8,O,Australia/Perth,airport
Kununurra Airport,Kununurra,Australia,KNX,YPKU,-15.7781000137,128.707992554,145,8,O,Australia/Perth,airport
Learmonth Airport,Learmonth,Australia,LEA,YPLM,-22.2355995178,114.088996887,19,8,O,Australia/Perth,airport
Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD,-20.3777999878,118.625999451,33,8,O,Australia/Perth,airport
Adelaide Parafield Airport,Adelaide,Australia,\N,YPPF,-34.7933006287,138.632995605,57,9.5,O,Australia/Adelaide,airport
Perth International Airport,Perth,Australia,PER,YPPH,-31.940299987793,115.967002868652,67,8,N,Australia/Perth,airport
Woomera Airfield,Woomera,Australia,UMR,YPWR,-31.1441993713379,136.817001342773,548,9.5,O,Australia/Adelaide,airport
Christmas Island Airport,Christmas Island,Christmas Island,XCH,YPXM,-10.4505996704102,105.690002441406,916,7,U,Indian/Christmas,airport
Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,-33.9244003295898,150.988006591797,29,10,O,Australia/Sydney,airport
Canberra International Airport,Canberra,Australia,CBR,YSCB,-35.3069000244141,149.195007324219,1886,10,O,Australia/Sydney,airport
Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH,-30.3206005096,153.115997314,18,10,O,Australia/Sydney,airport
Camden Airport,Camden,Australia,CDU,YSCN,-34.0402984619141,150.686996459961,230,10,O,Australia/Sydney,airport
Dubbo City Regional Airport,Dubbo,Australia,DBO,YSDU,-32.2167015076,148.574996948,935,10,O,Australia/Sydney,airport
Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF,-29.0415992736816,167.938995361328,371,11,U,Pacific/Norfolk,airport
RAAF Base Richmond,Richmond,Australia,\N,YSRI,-33.600601,150.781006,67,10,O,Australia/Sydney,airport
Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.9460983276367,151.177001953125,21,10,O,Australia/Sydney,airport
Tamworth Airport,Tamworth,Australia,TMW,YSTW,-31.0839004517,150.847000122,1334,10,O,Australia/Sydney,airport
Wagga Wagga City Airport,Wagga Wagga,Australia,WGA,YSWG,-35.1652984619,147.466003418,724,10,O,Australia/Sydney,airport
Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.0801010131836,116.584999084473,116,8,U,Asia/Shanghai,airport
Dongshan Airport,Hailar,China,HLD,ZBLA,49.2050018311,119.824996948,2169,8,U,Asia/Shanghai,airport
Baoshan Yunrui Airport,Baoshan,China,BSD,ZPBS,25.0516,99.1658,NA,NA,NA,Asia/Shanghai,airport
Changbaishan Airport,Baishan,China,NBS,ZYBS,42.0833,127.6,NA,NA,NA,Asia/Shanghai,airport
Dandong Langtou Airport,Dandong,China,DDG,ZYDD,40.0258,124.2869,NA,NA,NA,Asia/Shanghai,airport
Daqing Sartu Airport,Daqing,CHINA,DQA,46.7488,125.1394,NA,NA,NA,Asia/Shanghai,airport
Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.1244010925,117.346000671,10,8,U,Asia/Shanghai,airport
Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.746898651123,112.627998352051,2575,8,U,Asia/Shanghai,airport
Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.3924007415771,113.299003601074,50,8,U,Asia/Shanghai,airport
Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,28.1891994476,113.220001221,217,8,U,Asia/Shanghai,airport
Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.2180995941162,110.039001464844,570,8,U,Asia/Shanghai,airport
Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.6082992553711,108.171997070313,421,8,U,Asia/Shanghai,airport
Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.6392993927002,113.810997009277,13,8,U,Asia/Shanghai,airport
Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.5196990967,113.841003418,495,8,U,Asia/Shanghai,airport
Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.7838001251221,114.208000183105,113,8,U,Asia/Shanghai,airport
Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,39.224098,125.669998,117,8.5,U,Asia/Pyongyang,airport
Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.5152015686,103.620002747,6388,8,U,Asia/Shanghai,airport
Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.4471015930176,108.751998901367,1572,8,U,Asia/Shanghai,airport
Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN,ZMUB,47.8431015014648,106.766998291016,4364,8,U,Asia/Ulaanbaatar,airport
Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG,ZPJH,21.9738998413086,100.76000213623,1815,8,U,Asia/Shanghai,airport
Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903,8,N,Asia/Shanghai,airport
Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.5440006256104,118.127998352051,59,8,U,Asia/Shanghai,airport
Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.8649997711182,115.900001525879,143,8,U,Asia/Shanghai,airport
Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ,25.9351005554199,119.66300201416,46,8,U,Asia/Shanghai,airport
Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.2294998168945,120.43399810791,23,8,U,Asia/Shanghai,airport
Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.8267002105713,121.46199798584,13,8,U,Asia/Shanghai,airport
Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.742000579834,118.861999511719,49,8,U,Asia/Shanghai,airport
Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,31.7800006866455,117.297996520996,108,8,U,Asia/Shanghai,airport
Liuting Airport,Qingdao,China,TAO,ZSQD,36.2661018372,120.374000549,33,8,U,Asia/Shanghai,airport
Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.1979007720947,121.335998535156,10,8,U,Asia/Shanghai,airport
Yantai Laishan Airport,Yantai,China,YNT,ZSYT,37.4016990661621,121.372001647949,59,8,U,Asia/Shanghai,airport
Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.7192001342773,106.641998291016,1365,8,U,Asia/Shanghai,airport
Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.5384998321533,106.801002502441,3736,8,U,Asia/Shanghai,airport
Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.5785007476807,103.946998596191,1625,8,U,Asia/Shanghai,airport
Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,27.9890995025635,102.18399810791,5112,8,U,Asia/Shanghai,airport
Kashgar Airport,Kashi,China,KHG,ZWSH,39.5429000854,76.0199966431,4529,8,U,Asia/Shanghai,airport
Hotan Airport,Hotan,China,HTN,ZWTN,37.038501739502,79.8648986816406,4672,8,U,Asia/Shanghai,airport
Dongying Shengli Airport,Dongying,China,DOY,37.5099,118.7935,NA,NA,NA,Asia/Shanghai,airport
Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.9071006774902,87.4741973876953,2125,8,U,Asia/Shanghai,airport
Taiping Airport,Harbin,China,HRB,ZYHB,45.6234016418457,126.25,457,8,U,Asia/Shanghai,airport
Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD,44.5241012573,129.569000244,883,8,U,Asia/Shanghai,airport
Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.9656982421875,121.539001464844,107,8,U,Asia/Shanghai,airport
Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.1434001922607,121.805000305176,13,8,U,Asia/Shanghai,airport
Pulau Tioman Airport,Tioman,Malaysia,TOD,WMBT,2.81818008422852,104.160003662109,15,8,N,Asia/Kuala_Lumpur,airport
Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.13057994842529,101.549003601074,90,8,N,Asia/Kuala_Lumpur,airport
Noto Airport,Wajima,Japan,NTQ,RJNW,37.2930984497,136.962005615,718,9,U,Asia/Tokyo,airport
Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,30.9176998138428,29.6963996887207,177,2,U,Africa/Cairo,airport
Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.1340026855,-143.582000732,2,-9,A,America/Anchorage,airport
Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,68.87509918,-166.1100006,16,-9,A,America/Anchorage,airport
Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,69.73290253,-163.0050049,22,-9,A,America/Anchorage,airport
Hilo International Airport,Hilo,United States,ITO,PHTO,19.721399307251,-155.048004150391,38,-10,N,Pacific/Honolulu,airport
Orlando Executive Airport,Orlando,United States,ORL,KORL,28.545499801636,-81.332901000977,113,-5,A,America/New_York,airport
Bettles Airport,Bettles,United States,BTT,PABT,66.91390228,-151.529007,647,-9,A,America/Anchorage,airport
Clear Airport,Clear Mews,United States,Z84,PACL,64.301201,-149.119995,552,-9,A,America/Anchorage,airport
Indian Mountain LRRS Airport,Indian Mountains,United States,UTO,PAIM,65.99279785,-153.7039948,1273,-9,A,America/Anchorage,airport
Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,66.5715026855469,-145.25,433,-9,A,America/Anchorage,airport
Sparrevohn LRRS Airport,Sparrevohn,United States,SVW,PASV,61.09740067,-155.5740051,1585,-9,A,America/Anchorage,airport
Bryant Army Heliport,Fort Richardson,United States,FRN,PAFR,61.26639938,-149.6529999,378,-9,A,America/Anchorage,airport
Tatalina LRRS Airport,Tatalina,United States,TLJ,PATL,62.8944015503,-155.977005005,964,-9,A,America/Anchorage,airport
Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,61.78030014,-166.0390015,464,-9,A,America/Anchorage,airport
Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47000122,-71.28900146,133,-5,A,America/New_York,airport
St Paul Island Airport,St. Paul Island,United States,SNP,PASN,57.1673011779785,-170.220001220703,63,-9,A,America/Anchorage,airport
Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,58.6464004517,-162.06300354,541,-9,A,America/Anchorage,airport
St George Airport,Point Barrow,United States,STG,PAPB,56.5783004761,-169.662002563,125,-9,A,America/Anchorage,airport
Iliamna Airport,Iliamna,United States,ILI,PAIL,59.75439835,-154.9109955,192,-9,A,America/Anchorage,airport
Platinum Airport,Port Moller,United States,PTU,PAPM,59.0113983154297,-161.820007324219,15,-9,A,America/Anchorage,airport
Big Mountain Airport,Big Mountain,United States,BMX,PABM,59.3611984253,-155.259002686,663,-9,A,America/Anchorage,airport
Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,44.45159912,-83.39409637,633,-5,A,America/New_York,airport
Marina Municipal Airport,Fort Ord,United States,OAR,KOAR,36.68190002,-121.762001,137,-8,A,America/Los_Angeles,airport
Sacramento Mather Airport,Sacramento,United States,MHR,KMHR,38.55390167,-121.2979965,98,-8,A,America/Los_Angeles,airport
Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,35.2804985046,-116.629997253,2350,-8,A,America/Los_Angeles,airport
Twentynine Palms (Self) Airport,Twenty Nine Palms,United States,NXP,KNXP,34.2961998,-116.1620026,2051,-8,A,America/Los_Angeles,airport
Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,35.3366012573242,-94.3674011230469,469,-6,A,America/Chicago,airport
Merrill Field,Anchorage,United States,MRI,PAMR,61.2135009765625,-149.843994140625,137,-9,A,America/Anchorage,airport
Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,35.167301178,-107.902000427,6537,-7,A,America/Denver,airport
Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,36.73199844,-97.09980011,1008,-6,A,America/Chicago,airport
Hunter Army Air Field,Hunter Aaf,United States,SVN,KSVN,32.00999832,-81.14569855,41,-5,A,America/New_York,airport
Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.949299,-97.176102,845,-6,A,America/Chicago,airport
Grider Field,Pine Bluff,United States,PBF,KPBF,34.1730995178,-91.9356002808,206,-6,A,America/Chicago,airport
Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,30.7241993,-87.02189636,199,-6,A,America/Chicago,airport
Hana Airport,Hana,United States,HNM,PHHN,20.7956008911133,-156.014007568359,78,-10,A,Pacific/Honolulu,airport
Ernest A. Love Field,Prescott,United States,PRC,KPRC,34.65449905,-112.4199982,5045,-7,A,America/Phoenix,airport
Trenton Mercer Airport,Trenton,United States,TTN,KTTN,40.2766990661621,-74.8134994506836,213,-5,A,America/New_York,airport
General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20,-5,A,America/New_York,airport
Travis Air Force Base,Fairfield,United States,SUU,KSUU,38.262699127197,-121.92700195312,62,-8,A,America/Los_Angeles,airport
Griffiss International Airport,Rome,United States,RME,KRME,43.23379898,-75.40699768,504,-5,A,America/New_York,airport
Wendover Airport,Wendover,United States,ENV,KENV,40.7187004089,-114.03099823,4237,-7,A,America/Denver,airport
Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.6268005371,-88.0680999756,26,-6,A,America/Chicago,airport
Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.7212982177734,-122.221000671387,9,-8,A,America/Los_Angeles,airport
Eppley Airfield,Omaha,United States,OMA,KOMA,41.3031997680664,-95.8940963745117,984,-6,A,America/Chicago,airport
Port Angeles Cgas Airport,Port Angeles,United States,NOW,KNOW,48.1414985656738,-123.414001464844,13,-8,A,America/Los_Angeles,airport
Kahului Airport,Kahului,United States,OGG,PHOG,20.8985996246338,-156.429992675781,54,-10,N,Pacific/Honolulu,airport
Wichita Mid Continent Airport,Wichita,United States,ICT,KICT,37.6498985290527,-97.4330978393555,1333,-6,A,America/Chicago,airport
Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.2976,-94.713898,1026,-6,A,America/Chicago,airport
Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.1399002075195,-89.3375015258789,887,-6,A,America/Chicago,airport
Dillingham Airport,Dillingham,United States,DLG,PADL,59.04470062,-158.5050049,81,-9,A,America/Anchorage,airport
Boone County Airport,Harrison,United States,HRO,KHRO,36.2615013122559,-93.1547012329102,1365,-6,A,America/Chicago,airport
Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.4342994689941,-112.012001037598,1135,-7,N,America/Phoenix,airport
Bangor International Airport,Bangor,United States,BGR,KBGR,44.8073997497559,-68.8281021118164,192,-5,A,America/New_York,airport
Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,26.1972999573,-80.1707000732,13,-5,A,America/New_York,airport
East Texas Regional Airport,Longview,United States,GGG,KGGG,32.3839988708496,-94.7115020751953,365,-6,A,America/Chicago,airport
Anderson Regional Airport,Andersen,United States,AND,KAND,34.4945983887,-82.7093963623,782,-5,A,America/New_York,airport
Spokane International Airport,Spokane,United States,GEG,KGEG,47.6198997497559,-117.533996582031,2376,-8,A,America/Los_Angeles,airport
North Perry Airport,Hollywood,United States,HWO,KHWO,26.0011997223,-80.2406997681,8,-5,A,America/New_York,airport
San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.6189994812012,-122.375,13,-8,A,America/Los_Angeles,airport
Cut Bank International Airport,Cutbank,United States,CTB,KCTB,48.6083984375,-112.375999451,3854,-7,A,America/Denver,airport
Acadiana Regional Airport,Louisiana,United States,ARA,KARA,30.0378,-91.883904,24,-6,A,America/Chicago,airport
Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6900997162,-82.2717971802,152,-5,A,America/New_York,airport
Memphis International Airport,Memphis,United States,MEM,KMEM,35.0424003601074,-89.9766998291016,341,-6,A,America/Chicago,airport
Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,31.4689998627,-109.603996277,4154,-7,A,America/Phoenix,airport
Allen Army Airfield,Delta Junction,United States,BIG,PABI,63.9944992065,-145.722000122,1291,-9,A,America/Anchorage,airport
TSTC Waco Airport,Waco,United States,CNW,KCNW,31.6378002167,-97.0740966797,470,-6,A,America/Chicago,airport
Annette Island Airport,Annette Island,United States,ANN,PANT,55.0424003601074,-131.572006225586,119,-9,A,America/Anchorage,airport
Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.8714981079,-68.0178985596,626,-5,A,America/New_York,airport
Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,34.9169006348,-92.1496963501,311,-6,A,America/Chicago,airport
Redstone Army Air Field,Redstone,United States,HUA,KHUA,34.67869949,-86.68479919,684,-6,A,America/Chicago,airport
Pope Field,Fort Bragg,United States,POB,KPOB,35.1708984375,-79.014503479004,217,-5,A,America/New_York,airport
Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.0225982666,-102.54699707,3991,-6,A,America/Chicago,airport
Laughlin Air Force Base,Del Rio,United States,DLF,KDLF,29.359500885,-100.777999878,1082,-6,A,America/Chicago,airport
Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125,-8,A,America/Los_Angeles,airport
Anniston Metropolitan Airport,Anniston,United States,ANB,KANB,33.58819962,-85.85810089,612,-6,A,America/Chicago,airport
Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.4117012024,-81.8498001099,791,-5,A,America/New_York,airport
Dover Air Force Base,Dover,United States,DOV,KDOV,39.12950134,-75.46600342,24,-5,A,America/New_York,airport
Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.0488014221,-84.6678009033,896,-5,A,America/New_York,airport
Tipton Airport,Fort Meade,United States,FME,KFME,39.0853996277,-76.7593994141,150,-5,A,America/New_York,airport
China Lake Naws (Armitage Field) Airport,China Lake,United States,NID,KNID,35.6853981,-117.6920013,2283,-8,A,America/Los_Angeles,airport
Huron Regional Airport,Huron,United States,HON,KHON,44.3852005004883,-98.2285003662109,1289,-6,A,America/Chicago,airport
Juneau International Airport,Juneau,United States,JNU,PAJN,58.3549995422363,-134.57600402832,21,-9,A,America/Anchorage,airport
Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago,airport
Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.6925010681152,-74.168701171875,18,-5,A,America/New_York,airport
Boise Air Terminal/Gowen field,Boise,United States,BOI,KBOI,43.56439972,-116.2229996,2871,-7,A,America/Denver,airport
Creech Air Force Base,Indian Springs,United States,INS,KINS,36.5872001648,-115.672996521,3133,-8,A,America/Los_Angeles,airport
Garden City Regional Airport,Garden City,United States,GCK,KGCK,37.9275016785,-100.723999023,2891,-6,A,America/Chicago,airport
Minot International Airport,Minot,United States,MOT,KMOT,48.2593994140625,-101.279998779297,1716,-6,A,America/Chicago,airport
Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,21.48349953,-158.0399933,837,-10,A,Pacific/Honolulu,airport
Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.3829002380371,-86.3657989501953,171,-6,A,America/Chicago,airport
Robinson Army Air Field,Robinson,United States,\N,KRBM,34.85010147,-92.30020142,587,-6,A,America/Chicago,airport
Dallas Love Field,Dallas,United States,DAL,KDAL,32.8470993041992,-96.8517990112305,487,-6,A,America/Chicago,airport
Butts AAF (Fort Carson) Air Field,Fort Carson,United States,FCS,KFCS,38.67839813,-104.7570038,5838,-7,A,America/Denver,airport
Helena Regional Airport,Helena,United States,HLN,KHLN,46.6068000793457,-111.983001708984,3877,-7,A,America/Denver,airport
Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,NKX,KNKX,32.86840057,-117.1429977,477,-8,A,America/Los_Angeles,airport
Luke Air Force Base,Phoenix,United States,LUF,KLUF,33.5349998474,-112.383003235,1085,-7,A,America/Phoenix,airport
Hurlburt Field,Mary Esther,United States,\N,KHRT,30.4277992248535,-86.6893005371094,38,-6,A,America/Chicago,airport
Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,33.922798,-118.334999,66,-8,A,America/Los_Angeles,airport
Houlton International Airport,Houlton,United States,HUL,KHUL,46.1231002808,-67.792098999,489,-5,A,America/New_York,airport
Vance Air Force Base,Enid,United States,END,KEND,36.3391990662,-97.9164962769,1307,-6,A,America/Chicago,airport
Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,34.120300293,-119.121002197,13,-8,A,America/Los_Angeles,airport
Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,34.905399,-117.884003,2312,-8,A,America/Los_Angeles,airport
Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.1261005401611,-93.2232971191406,15,-6,A,America/Chicago,airport
Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.7388000488281,-156.046005249023,47,-10,N,Pacific/Honolulu,airport
Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.6796989441,-78.9282989502,25,-5,A,America/New_York,airport
Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,36.33300018,-119.9520035,232,-8,A,America/Los_Angeles,airport
Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,47,-5,A,America/New_York,airport
Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,37.1324996948,-76.6088027954,12,-5,A,America/New_York,airport
Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.668598175,-87.4962005615,573,-6,A,America/Chicago,airport
Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,15,-5,A,America/New_York,airport
Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,United States,NHK,KNHK,38.2859993,-76.41179657,39,-5,A,America/New_York,airport
Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.727500915527,-96.250999450684,14,-6,A,America/Chicago,airport
Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.9642982483,-89.9440002441,254,-6,A,America/Chicago,airport
Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.4575996398926,-74.5772018432617,75,-5,A,America/New_York,airport
Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.414699554443,-97.386596679688,1291,-6,A,America/Chicago,airport
Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,38.2891006469727,-104.497001647949,4726,-7,A,America/Denver,airport
Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,46.68899918,-68.0447998,534,-5,A,America/New_York,airport
Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,47.07920074,-122.5810013,300,-8,A,America/Los_Angeles,airport
Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,-9,A,America/Anchorage,airport
Upolu Airport,Opolu,United States,UPP,PHUP,20.2653007507324,-155.860000610352,96,-10,A,Pacific/Honolulu,airport
Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.0725994110107,-80.152702331543,9,-5,A,America/New_York,airport
Davis Field,Muskogee,United States,MKO,KMKO,35.65650177,-95.36669922,611,-6,A,America/Chicago,airport
Falls International Airport,International Falls,United States,INL,KINL,48.5662002563477,-93.4030990600586,1185,-6,A,America/Chicago,airport
